,Estacion_x,Estacion_y,Distancia
4023,Oran aero,Mar del plata aero,1764
4024,Oran aero,Marcos juarez,1081
4025,Oran aero,Marcos juarez aero,1081
4026,Oran aero,Mendoza aero,1162
4027,Oran aero,Mendoza observatorio,1170
4028,Oran aero,Mercedad (ctes),918
4029,Oran aero,Monte caseros aero,1033
4030,Oran aero,Neuquen aero,1793
4031,Oran aero,Oliveros,1099
4032,Oran aero,Oran aero,0
4033,Oran aero,Parana,16111
4034,Oran aero,Parana aero,1032
4035,Oran aero,Paso de los libres aero,1019
4036,Oran aero,Pehuajo aero,1431
4037,Oran aero,Pergamino,1253
4038,Oran aero,Pigue aero,1618
4039,Oran aero,Pilar obs.,949
4040,Oran aero,Posadas aero,963
4041,Oran aero,Punta indio b.a.,1511
4042,Oran aero,Rafaela,934
4043,Oran aero,Reconquista,814
4044,Oran aero,Reconquista aero,816
4045,Oran aero,Resistencia aero,713
4046,Oran aero,Rio cuarto aero,1105
4047,Oran aero,Roque saenz pena,569
4048,Oran aero,Rosario aero,1140
4049,Oran aero,Salta aero,221
4050,Oran aero,San juan,995
4051,Oran aero,San juan aero,1019
4052,Oran aero,San luis aero,1142
4053,Oran aero,San martin (mza),1176
4054,Oran aero,San miguel,1378
4055,Oran aero,San pedro,1255
4056,Oran aero,San rafael aero,1331
4057,Oran aero,Santa rosa aero,1494
4058,Oran aero,Santiago del estero aero,512
4059,Oran aero,Sauce viejo aero,1013
4060,Oran aero,Tandil aero,1640
4061,Oran aero,Tinogasta,633
4062,Oran aero,Tres arroyos,1736
4063,Oran aero,Unr-zavalla,1148
4064,Oran aero,Villa dolores aero,981
4065,Oran aero,Villa mercedes,1180
4066,Oran aero,Villa reynolds aero,1179
4067,Parana,9 de julio,14825
4068,Parana,Aeroparque aero,14942
4069,Parana,Anguil,14667
4070,Parana,Bahia blanca aero,14449
4071,Parana,Balcarce,14589
4072,Parana,Barrow,14513
4073,Parana,Bella vista,15619
4074,Parana,Bordenave,14534
4075,Parana,Buenos aires,14938
4076,Parana,Castelar,11021
4077,Parana,Catamarca aero,15489
4078,Parana,Ceres aero,15426
4079,Parana,Cerro azul,15716
4080,Parana,Colonia benitez,15731
4081,Parana,Conc. del uruguay,8980
4082,Parana,Concordia aero,15306
4083,Parana,Cordoba aero,15229
4084,Parana,Cordoba observatorio,15217
4085,Parana,Coronel suarez aero,14592
4086,Parana,Corrientes aero,15729
4087,Parana,Dolores aero,14750
4088,Parana,Ezeiza aero,14914
4089,Parana,Famailla,15663
4090,Parana,Formosa aero,15870
4091,Parana,General pico aero,14759
4092,Parana,Gualeguaychu aero,15113
4093,Parana,Hilario ascasubi,14371
4094,Parana,Iguazu aero,15927
4095,Parana,Jujuy aero,15959
4096,Parana,Junin aero,14923
4097,Parana,La consulta,14851
4098,Parana,La plata aero,14899
4099,Parana,La rioja aero,15378
4100,Parana,Laboulaye aero,14936
4101,Parana,Laquiaca obs.,16188
4102,Parana,Las brenas,15742
4103,Parana,Las lomitas,16014
4104,Parana,Malargue aero,14653
4105,Parana,Manfredi,15182
4106,Parana,Mar del plata aero,14571
4107,Parana,Marcos juarez,15114
4108,Parana,Marcos juarez aero,15114
4109,Parana,Mendoza aero,14955
4110,Parana,Mendoza observatorio,14947
4111,Parana,Mercedad (ctes),15543
4112,Parana,Monte caseros aero,15422
4113,Parana,Neuquen aero,14320
4114,Parana,Oliveros,15145
4115,Parana,Oran aero,16111
4116,Parana,Parana,0
4117,Parana,Parana aero,15233
4118,Parana,Paso de los libres aero,15488
4119,Parana,Pehuajo aero,14770
4120,Parana,Pergamino,14995
4121,Parana,Pigue aero,14568
4122,Parana,Pilar obs.,15195
4123,Parana,Posadas aero,15746
4124,Parana,Punta indio b.a.,14868
4125,Parana,Rafaela,15287
4126,Parana,Reconquista,15529
4127,Parana,Reconquista aero,15527
4128,Parana,Resistencia aero,15728
4129,Parana,Rio cuarto aero,15034
4130,Parana,Roque saenz pena,15776
4131,Parana,Rosario aero,15105
4132,Parana,Salta aero,15899
4133,Parana,San juan,15124
4134,Parana,San juan aero,15099
4135,Parana,San luis aero,14971
4136,Parana,San martin (mza),14938
4137,Parana,San miguel,14943
4138,Parana,San pedro,15031
4139,Parana,San rafael aero,14779
4140,Parana,Santa rosa aero,14652
4141,Parana,Santiago del estero aero,15613
4142,Parana,Sauce viejo aero,15238
4143,Parana,Tandil aero,14640
4144,Parana,Tinogasta,15498
4145,Parana,Tres arroyos,14504
4146,Parana,Unr-zavalla,15092
4147,Parana,Villa dolores aero,15140
4148,Parana,Villa mercedes,14942
4149,Parana,Villa reynolds aero,14944
4150,Parana aero,9 de julio,407
4151,Parana aero,Aeroparque aero,363
4152,Parana aero,Anguil,614
4153,Parana aero,Bahia blanca aero,785
4154,Parana aero,Balcarce,691
4155,Parana aero,Barrow,726
4156,Parana aero,Bella vista,402
4157,Parana aero,Bordenave,712
4158,Parana aero,Buenos aires,362
4159,Parana aero,Castelar,6040
4160,Parana aero,Catamarca aero,618
4161,Parana aero,Ceres aero,254
4162,Parana aero,Cerro azul,670
4163,Parana aero,Colonia benitez,508
4164,Parana aero,Conc. del uruguay,6285
4165,Parana aero,Concordia aero,241
4166,Parana aero,Cordoba aero,357
4167,Parana aero,Cordoba observatorio,354
4168,Parana aero,Coronel suarez aero,642
4169,Parana aero,Corrientes aero,510
4170,Parana aero,Dolores aero,564
4171,Parana aero,Ezeiza aero,381
4172,Parana aero,Famailla,711
4173,Parana aero,Formosa aero,657
4174,Parana aero,General pico aero,529
4175,Parana aero,Gualeguaychu aero,221
4176,Parana aero,Hilario ascasubi,865
4177,Parana aero,Iguazu aero,891
4178,Parana aero,Jujuy aero,939
4179,Parana aero,Junin aero,309
4180,Parana aero,La consulta,835
4181,Parana aero,La plata aero,427
4182,Parana aero,La rioja aero,660
4183,Parana aero,Laboulaye aero,373
4184,Parana aero,Laquiaca obs.,1190
4185,Parana aero,Las brenas,524
4186,Parana aero,Las lomitas,788
4187,Parana aero,Malargue aero,936
4188,Parana aero,Manfredi,310
4189,Parana aero,Mar del plata aero,732
4190,Parana aero,Marcos juarez,183
4191,Parana aero,Marcos juarez aero,185
4192,Parana aero,Mendoza aero,790
4193,Parana aero,Mendoza observatorio,797
4194,Parana aero,Mercedad (ctes),374
4195,Parana aero,Monte caseros aero,319
4196,Parana aero,Neuquen aero,1055
4197,Parana aero,Oliveros,91
4198,Parana aero,Oran aero,1032
4199,Parana aero,Parana,15233
4200,Parana aero,Parana aero,0
4201,Parana aero,Paso de los libres aero,394
4202,Parana aero,Pehuajo aero,468
4203,Parana aero,Pergamino,238
4204,Parana aero,Pigue aero,670
4205,Parana aero,Pilar obs.,321
4206,Parana aero,Posadas aero,655
4207,Parana aero,Punta indio b.a.,489
4208,Parana aero,Rafaela,122
4209,Parana aero,Reconquista,299
4210,Parana aero,Reconquista aero,297
4211,Parana aero,Resistencia aero,503
4212,Parana aero,Rio cuarto aero,383
4213,Parana aero,Roque saenz pena,547
4214,Parana aero,Rosario aero,128
4215,Parana aero,Salta aero,914
4216,Parana aero,San juan,743
4217,Parana aero,San juan aero,751
4218,Parana aero,San luis aero,574
4219,Parana aero,San martin (mza),763
4220,Parana aero,San miguel,346
4221,Parana aero,San pedro,223
4222,Parana aero,San rafael aero,799
4223,Parana aero,Santa rosa aero,637
4224,Parana aero,Santiago del estero aero,580
4225,Parana aero,Sauce viejo aero,32
4226,Parana aero,Tandil aero,616
4227,Parana aero,Tinogasta,801
4228,Parana aero,Tres arroyos,734
4229,Parana aero,Unr-zavalla,141
4230,Parana aero,Villa dolores aero,441
4231,Parana aero,Villa mercedes,514
4232,Parana aero,Villa reynolds aero,505
4233,Paso de los libres aero,9 de julio,728
4234,Paso de los libres aero,Aeroparque aero,554
4235,Paso de los libres aero,Anguil,988
4236,Paso de los libres aero,Bahia blanca aero,1103
4237,Paso de los libres aero,Balcarce,902
4238,Paso de los libres aero,Barrow,1001
4239,Paso de los libres aero,Bella vista,221
4240,Paso de los libres aero,Bordenave,1056
4241,Paso de los libres aero,Buenos aires,559
4242,Paso de los libres aero,Castelar,5918
4243,Paso de los libres aero,Catamarca aero,843
4244,Paso de los libres aero,Ceres aero,461
4245,Paso de los libres aero,Cerro azul,282
4246,Paso de los libres aero,Colonia benitez,306
4247,Paso de los libres aero,Conc. del uruguay,6512
4248,Paso de los libres aero,Concordia aero,196
4249,Paso de los libres aero,Cordoba aero,699
4250,Paso de los libres aero,Cordoba observatorio,701
4251,Paso de los libres aero,Coronel suarez aero,967
4252,Paso de los libres aero,Corrientes aero,294
4253,Paso de los libres aero,Dolores aero,739
4254,Paso de los libres aero,Ezeiza aero,584
4255,Paso de los libres aero,Famailla,860
4256,Paso de los libres aero,Formosa aero,401
4257,Paso de los libres aero,General pico aero,909
4258,Paso de los libres aero,Gualeguaychu aero,394
4259,Paso de los libres aero,Hilario ascasubi,1187
4260,Paso de los libres aero,Iguazu aero,512
4261,Paso de los libres aero,Jujuy aero,982
4262,Paso de los libres aero,Junin aero,646
4263,Paso de los libres aero,La consulta,1217
4264,Paso de los libres aero,La plata aero,591
4265,Paso de los libres aero,La rioja aero,932
4266,Paso de los libres aero,Laboulaye aero,766
4267,Paso de los libres aero,Laquiaca obs.,1193
4268,Paso de los libres aero,Las brenas,481
4269,Paso de los libres aero,Las lomitas,650
4270,Paso de los libres aero,Malargue aero,1329
4271,Paso de los libres aero,Manfredi,675
4272,Paso de los libres aero,Mar del plata aero,917
4273,Paso de los libres aero,Marcos juarez,577
4274,Paso de los libres aero,Marcos juarez aero,580
4275,Paso de los libres aero,Mendoza aero,1160
4276,Paso de los libres aero,Mendoza observatorio,1168
4277,Paso de los libres aero,Mercedad (ctes),102
4278,Paso de los libres aero,Monte caseros aero,79
4279,Paso de los libres aero,Neuquen aero,1439
4280,Paso de los libres aero,Oliveros,474
4281,Paso de los libres aero,Oran aero,1019
4282,Paso de los libres aero,Parana,15488
4283,Paso de los libres aero,Parana aero,394
4284,Paso de los libres aero,Paso de los libres aero,0
4285,Paso de los libres aero,Pehuajo aero,813
4286,Paso de los libres aero,Pergamino,570
4287,Paso de los libres aero,Pigue aero,1004
4288,Paso de los libres aero,Pilar obs.,680
4289,Paso de los libres aero,Posadas aero,280
4290,Paso de los libres aero,Punta indio b.a.,620
4291,Paso de los libres aero,Rafaela,453
4292,Paso de los libres aero,Reconquista,253
4293,Paso de los libres aero,Reconquista aero,251
4294,Paso de los libres aero,Resistencia aero,311
4295,Paso de los libres aero,Rio cuarto aero,774
4296,Paso de los libres aero,Roque saenz pena,450
4297,Paso de los libres aero,Rosario aero,497
4298,Paso de los libres aero,Salta aero,983
4299,Paso de los libres aero,San juan,1085
4300,Paso de los libres aero,San juan aero,1097
4301,Paso de los libres aero,San luis aero,958
4302,Paso de los libres aero,San martin (mza),1137
4303,Paso de los libres aero,San miguel,559
4304,Paso de los libres aero,San pedro,504
4305,Paso de los libres aero,San rafael aero,1190
4306,Paso de los libres aero,Santa rosa aero,1013
4307,Paso de los libres aero,Santiago del estero aero,729
4308,Paso de los libres aero,Sauce viejo aero,415
4309,Paso de los libres aero,Tandil aero,861
4310,Paso de los libres aero,Tinogasta,1031
4311,Paso de los libres aero,Tres arroyos,1010
4312,Paso de los libres aero,Unr-zavalla,512
4313,Paso de los libres aero,Villa dolores aero,803
4314,Paso de los libres aero,Villa mercedes,906
4315,Paso de los libres aero,Villa reynolds aero,897
4316,Pehuajo aero,9 de julio,99
4317,Pehuajo aero,Aeroparque aero,344
4318,Pehuajo aero,Anguil,203
4319,Pehuajo aero,Bahia blanca aero,321
4320,Pehuajo aero,Balcarce,381
4321,Pehuajo aero,Barrow,310
4322,Pehuajo aero,Bella vista,869
4323,Pehuajo aero,Bordenave,246
4324,Pehuajo aero,Buenos aires,337
4325,Pehuajo aero,Castelar,5892
4326,Pehuajo aero,Catamarca aero,885
4327,Pehuajo aero,Ceres aero,663
4328,Pehuajo aero,Cerro azul,1094
4329,Pehuajo aero,Colonia benitez,976
4330,Pehuajo aero,Conc. del uruguay,5838
4331,Pehuajo aero,Concordia aero,618
4332,Pehuajo aero,Cordoba aero,548
4333,Pehuajo aero,Cordoba observatorio,537
4334,Pehuajo aero,Coronel suarez aero,179
4335,Pehuajo aero,Corrientes aero,977
4336,Pehuajo aero,Dolores aero,375
4337,Pehuajo aero,Ezeiza aero,322
4338,Pehuajo aero,Famailla,1033
4339,Pehuajo aero,Formosa aero,1125
4340,Pehuajo aero,General pico aero,172
4341,Pehuajo aero,Gualeguaychu aero,433
4342,Pehuajo aero,Hilario ascasubi,399
4343,Pehuajo aero,Iguazu aero,1325
4344,Pehuajo aero,Jujuy aero,1311
4345,Pehuajo aero,Junin aero,166
4346,Pehuajo aero,La consulta,703
4347,Pehuajo aero,La plata aero,372
4348,Pehuajo aero,La rioja aero,853
4349,Pehuajo aero,Laboulaye aero,234
4350,Pehuajo aero,Laquiaca obs.,1570
4351,Pehuajo aero,Las brenas,974
4352,Pehuajo aero,Las lomitas,1244
4353,Pehuajo aero,Malargue aero,698
4354,Pehuajo aero,Manfredi,480
4355,Pehuajo aero,Mar del plata aero,445
4356,Pehuajo aero,Marcos juarez,352
4357,Pehuajo aero,Marcos juarez aero,352
4358,Pehuajo aero,Mendoza aero,719
4359,Pehuajo aero,Mendoza observatorio,721
4360,Pehuajo aero,Mercedad (ctes),824
4361,Pehuajo aero,Monte caseros aero,733
4362,Pehuajo aero,Neuquen aero,653
4363,Pehuajo aero,Oliveros,377
4364,Pehuajo aero,Oran aero,1431
4365,Pehuajo aero,Parana,14770
4366,Pehuajo aero,Parana aero,468
4367,Pehuajo aero,Paso de los libres aero,813
4368,Pehuajo aero,Pehuajo aero,0
4369,Pehuajo aero,Pergamino,243
4370,Pehuajo aero,Pigue aero,202
4371,Pehuajo aero,Pilar obs.,498
4372,Pehuajo aero,Posadas aero,1092
4373,Pehuajo aero,Punta indio b.a.,421
4374,Pehuajo aero,Rafaela,518
4375,Pehuajo aero,Reconquista,767
4376,Pehuajo aero,Reconquista aero,765
4377,Pehuajo aero,Resistencia aero,971
4378,Pehuajo aero,Rio cuarto aero,377
4379,Pehuajo aero,Roque saenz pena,1006
4380,Pehuajo aero,Rosario aero,339
4381,Pehuajo aero,Salta aero,1271
4382,Pehuajo aero,San juan,777
4383,Pehuajo aero,San juan aero,770
4384,Pehuajo aero,San luis aero,500
4385,Pehuajo aero,San martin (mza),679
4386,Pehuajo aero,San miguel,319
4387,Pehuajo aero,San pedro,311
4388,Pehuajo aero,San rafael aero,610
4389,Pehuajo aero,Santa rosa aero,232
4390,Pehuajo aero,Santiago del estero aero,927
4391,Pehuajo aero,Sauce viejo aero,469
4392,Pehuajo aero,Tandil aero,281
4393,Pehuajo aero,Tinogasta,1021
4394,Pehuajo aero,Tres arroyos,314
4395,Pehuajo aero,Unr-zavalla,326
4396,Pehuajo aero,Villa dolores aero,528
4397,Pehuajo aero,Villa mercedes,405
4398,Pehuajo aero,Villa reynolds aero,397
4399,Pergamino,9 de julio,170
4400,Pergamino,Aeroparque aero,208
4401,Pergamino,Anguil,422
4402,Pergamino,Bahia blanca aero,551
4403,Pergamino,Balcarce,470
4404,Pergamino,Barrow,488
4405,Pergamino,Bella vista,630
4406,Pergamino,Bordenave,489
4407,Pergamino,Buenos aires,203
4408,Pergamino,Castelar,5910
4409,Pergamino,Catamarca aero,772
4410,Pergamino,Ceres aero,469
4411,Pergamino,Cerro azul,852
4412,Pergamino,Colonia benitez,740
4413,Pergamino,Conc. del uruguay,6048
4414,Pergamino,Concordia aero,377
4415,Pergamino,Cordoba aero,449
4416,Pergamino,Cordoba observatorio,441
4417,Pergamino,Coronel suarez aero,409
4418,Pergamino,Corrientes aero,740
4419,Pergamino,Dolores aero,369
4420,Pergamino,Ezeiza aero,208
4421,Pergamino,Famailla,895
4422,Pergamino,Formosa aero,886
4423,Pergamino,General pico aero,352
4424,Pergamino,Gualeguaychu aero,206
4425,Pergamino,Hilario ascasubi,633
4426,Pergamino,Iguazu aero,1083
4427,Pergamino,Jujuy aero,1149
4428,Pergamino,Junin aero,77
4429,Pergamino,La consulta,791
4430,Pergamino,La plata aero,269
4431,Pergamino,La rioja aero,777
4432,Pergamino,Laboulaye aero,259
4433,Pergamino,Laquiaca obs.,1405
4434,Pergamino,Las brenas,761
4435,Pergamino,Las lomitas,1026
4436,Pergamino,Malargue aero,842
4437,Pergamino,Manfredi,381
4438,Pergamino,Mar del plata aero,518
4439,Pergamino,Marcos juarez,201
4440,Pergamino,Marcos juarez aero,203
4441,Pergamino,Mendoza aero,775
4442,Pergamino,Mendoza observatorio,780
4443,Pergamino,Mercedad (ctes),580
4444,Pergamino,Monte caseros aero,490
4445,Pergamino,Neuquen aero,878
4446,Pergamino,Oliveros,155
4447,Pergamino,Oran aero,1253
4448,Pergamino,Parana,14995
4449,Pergamino,Parana aero,238
4450,Pergamino,Paso de los libres aero,570
4451,Pergamino,Pehuajo aero,243
4452,Pergamino,Pergamino,0
4453,Pergamino,Pigue aero,441
4454,Pergamino,Pilar obs.,399
4455,Pergamino,Posadas aero,848
4456,Pergamino,Punta indio b.a.,336
4457,Pergamino,Rafaela,319
4458,Pergamino,Reconquista,534
4459,Pergamino,Reconquista aero,532
4460,Pergamino,Resistencia aero,735
4461,Pergamino,Rio cuarto aero,357
4462,Pergamino,Roque saenz pena,785
4463,Pergamino,Rosario aero,114
4464,Pergamino,Salta aero,1117
4465,Pergamino,San juan,780
4466,Pergamino,San juan aero,781
4467,Pergamino,San luis aero,542
4468,Pergamino,San martin (mza),740
4469,Pergamino,San miguel,181
4470,Pergamino,San pedro,85
4471,Pergamino,San rafael aero,724
4472,Pergamino,Santa rosa aero,449
4473,Pergamino,Santiago del estero aero,773
4474,Pergamino,Sauce viejo aero,248
4475,Pergamino,Tandil aero,386
4476,Pergamino,Tinogasta,936
4477,Pergamino,Tres arroyos,496
4478,Pergamino,Unr-zavalla,105
4479,Pergamino,Villa dolores aero,482
4480,Pergamino,Villa mercedes,455
4481,Pergamino,Villa reynolds aero,445
4482,Pigue aero,9 de julio,276
4483,Pigue aero,Aeroparque aero,492
4484,Pigue aero,Anguil,187
4485,Pigue aero,Bahia blanca aero,125
4486,Pigue aero,Balcarce,360
4487,Pigue aero,Barrow,203
4488,Pigue aero,Bella vista,1070
4489,Pigue aero,Bordenave,61
4490,Pigue aero,Buenos aires,485
4491,Pigue aero,Castelar,5825
4492,Pigue aero,Catamarca aero,1050
4493,Pigue aero,Ceres aero,861
4494,Pigue aero,Cerro azul,1284
4495,Pigue aero,Colonia benitez,1178
4496,Pigue aero,Conc. del uruguay,5642
4497,Pigue aero,Concordia aero,808
4498,Pigue aero,Cordoba aero,720
4499,Pigue aero,Cordoba observatorio,707
4500,Pigue aero,Coronel suarez aero,47
4501,Pigue aero,Corrientes aero,1179
4502,Pigue aero,Dolores aero,438
4503,Pigue aero,Ezeiza aero,464
4504,Pigue aero,Famailla,1208
4505,Pigue aero,Formosa aero,1326
4506,Pigue aero,General pico aero,245
4507,Pigue aero,Gualeguaychu aero,615
4508,Pigue aero,Hilario ascasubi,197
4509,Pigue aero,Iguazu aero,1516
4510,Pigue aero,Jujuy aero,1493
4511,Pigue aero,Junin aero,364
4512,Pigue aero,La consulta,745
4513,Pigue aero,La plata aero,498
4514,Pigue aero,La rioja aero,1001
4515,Pigue aero,Laboulaye aero,396
4516,Pigue aero,Laquiaca obs.,1751
4517,Pigue aero,Las brenas,1174
4518,Pigue aero,Las lomitas,1445
4519,Pigue aero,Malargue aero,684
4520,Pigue aero,Manfredi,656
4521,Pigue aero,Mar del plata aero,424
4522,Pigue aero,Marcos juarez,548
4523,Pigue aero,Marcos juarez aero,548
4524,Pigue aero,Mendoza aero,788
4525,Pigue aero,Mendoza observatorio,788
4526,Pigue aero,Mercedad (ctes),1022
4527,Pigue aero,Monte caseros aero,926
4528,Pigue aero,Neuquen aero,523
4529,Pigue aero,Oliveros,579
4530,Pigue aero,Oran aero,1618
4531,Pigue aero,Parana,14568
4532,Pigue aero,Parana aero,670
4533,Pigue aero,Paso de los libres aero,1004
4534,Pigue aero,Pehuajo aero,202
4535,Pigue aero,Pergamino,441
4536,Pigue aero,Pigue aero,0
4537,Pigue aero,Pilar obs.,673
4538,Pigue aero,Posadas aero,1285
4539,Pigue aero,Punta indio b.a.,528
4540,Pigue aero,Rafaela,719
4541,Pigue aero,Reconquista,969
4542,Pigue aero,Reconquista aero,968
4543,Pigue aero,Resistencia aero,1173
4544,Pigue aero,Rio cuarto aero,530
4545,Pigue aero,Roque saenz pena,1208
4546,Pigue aero,Rosario aero,541
4547,Pigue aero,Salta aero,1449
4548,Pigue aero,San juan,880
4549,Pigue aero,San juan aero,868
4550,Pigue aero,San luis aero,601
4551,Pigue aero,San martin (mza),746
4552,Pigue aero,San miguel,474
4553,Pigue aero,San pedro,500
4554,Pigue aero,San rafael aero,635
4555,Pigue aero,Santa rosa aero,202
4556,Pigue aero,Santiago del estero aero,1109
4557,Pigue aero,Sauce viejo aero,671
4558,Pigue aero,Tandil aero,281
4559,Pigue aero,Tinogasta,1168
4560,Pigue aero,Tres arroyos,200
4561,Pigue aero,Unr-zavalla,528
4562,Pigue aero,Villa dolores aero,677
4563,Pigue aero,Villa mercedes,514
4564,Pigue aero,Villa reynolds aero,509
4565,Pilar obs.,9 de julio,502
4566,Pilar obs.,Aeroparque aero,601
4567,Pilar obs.,Anguil,536
4568,Pilar obs.,Bahia blanca aero,798
4569,Pilar obs.,Balcarce,845
4570,Pilar obs.,Barrow,808
4571,Pilar obs.,Bella vista,598
4572,Pilar obs.,Bordenave,690
4573,Pilar obs.,Buenos aires,597
4574,Pilar obs.,Castelar,6308
4575,Pilar obs.,Catamarca aero,387
4576,Pilar obs.,Ceres aero,274
4577,Pilar obs.,Cerro azul,930
